DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Downwelling IR [W/m^2],Avg Pyrgeometer Net [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg IR (stdev) [W/m^2],Avg Net (stdev) [W/m^2],Avg Air Temperature [deg C],Avg Relative Humidity [%],Avg Pressure [mBar]
12/5/2024,10,131.1512,0.4387,144.0087,399.4033,-10.9173,2.4334,0.0235,2.6862,0.1375,0.1324,17.9823,82.7767,1016.5433
12/5/2024,11,181.9893,0.4261,200.4045,402.2433,-15.6245,1.7510,0.0439,1.9353,0.1596,0.1440,18.6633,79.5327,1016.8320
12/5/2024,12,374.7523,20.8283,381.2321,394.8567,-34.0807,17.3398,12.6613,5.6899,0.4382,0.4629,19.4613,77.4013,1016.5017
12/5/2024,13,300.1891,6.8436,319.7396,406.1350,-30.0665,9.7577,5.9177,4.4665,0.3365,0.3286,20.6383,74.2437,1015.8197
12/5/2024,14,179.9648,0.6450,197.6742,410.2845,-22.5602,2.1718,0.0911,2.3800,0.1749,0.1831,21.0497,72.8784,1014.8929
12/5/2024,15,114.4629,0.3972,125.5832,408.6883,-19.3693,1.5553,0.0159,1.7238,0.1387,0.1237,20.8217,73.7520,1014.6240
12/5/2024,16,85.4275,0.3822,93.7476,407.0583,-17.0978,1.8200,0.0000,2.0100,0.1388,0.1278,20.4558,75.8495,1014.5033
12/5/2024,17,14.5997,0.3793,15.5966,405.0533,-12.1402,0.3186,0.0124,0.3587,0.0987,0.0708,19.7333,80.3195,1015.0598
12/5/2024,18,0.8595,0.0894,0.5098,401.4617,-9.4250,0.0721,0.1275,0.1054,0.0893,0.0588,18.7800,85.5583,1015.9202
12/5/2024,19,-1.0136,-0.1651,-1.4833,400.5850,-9.8392,0.0034,0.1774,0.2047,0.0824,0.0671,18.7092,84.1917,1016.5495
12/5/2024,20,-1.0142,-0.1415,-1.4777,398.5850,-9.3298,0.0010,0.1783,0.2129,0.0809,0.0583,18.2583,84.1867,1017.4292
12/5/2024,21,-1.0144,-0.1683,-1.6237,394.2483,-11.1562,0.0000,0.1699,0.1451,0.1810,0.1636,17.8142,85.5367,1017.8083
12/5/2024,22,-1.0021,-0.1090,-1.5313,394.9117,-8.3701,0.0338,0.1381,0.1659,0.1706,0.1476,17.4558,86.3017,1017.6983
12/5/2024,23,-0.9965,-0.0157,-1.5392,396.6167,-5.7843,0.0486,0.0556,0.1684,0.0940,0.0535,17.2925,86.9683,1017.8675
12/6/2024,0,-1.0054,-0.0034,-1.5520,396.1483,-5.0586,0.0170,0.0248,0.1698,0.0799,0.0584,17.0175,89.5583,1017.7792
12/6/2024,1,-1.3090,-0.1874,-1.9880,395.2183,-3.3108,0.0236,0.0277,0.1029,0.0858,0.0646,16.6108,93.2783,1017.7275
12/6/2024,2,-1.3496,-0.3825,-2.0224,395.6500,-0.7946,0.0632,0.0000,0.0687,0.0741,0.0442,16.4292,95.3450,1017.2675
12/6/2024,3,-0.3708,-0.3441,-1.0268,396.3083,-0.2590,0.0104,0.0787,0.0732,0.0318,0.0000,16.5092,96.0167,1016.9292
12/6/2024,4,-0.5459,-0.3778,-1.0388,394.5900,-0.4586,0.0725,0.0151,0.0532,0.1028,0.0683,16.2842,94.2400,1016.7692
12/6/2024,5,-0.6806,-0.3825,-1.1317,391.4283,-1.0670,0.1168,0.0000,0.0273,0.2040,0.1891,15.9325,90.5983,1016.8167
12/6/2024,6,-0.9401,-0.3676,-1.7053,393.1633,-1.1569,0.0230,0.0299,0.0482,0.1882,0.1663,16.0550,88.9983,1016.9925
12/6/2024,7,-0.9544,-0.2956,-1.6936,389.0083,-4.9497,0.0117,0.1041,0.0139,0.3553,0.3453,15.7358,86.8950,1017.3350
12/6/2024,8,18.7847,-0.0189,20.2652,388.7633,-5.6429,0.5992,0.1386,0.6718,0.3690,0.3539,15.7950,86.6333,1017.8375
12/6/2024,9,94.1302,5.9294,99.3012,382.4983,-17.2675,4.2948,3.0559,3.1167,0.7736,0.7772,16.2833,83.6233,1018.3967
12/6/2024,10,161.9622,2.6235,174.6606,390.3983,-13.4129,6.5825,1.9353,5.5547,0.6555,0.6588,16.7067,82.1400,1019.0258
12/6/2024,11,178.3284,0.5650,195.9996,401.1233,-10.7437,4.4387,0.1213,4.8477,0.1972,0.1855,17.8133,83.3383,1019.2758
12/6/2024,12,158.5805,0.5715,173.9066,397.8117,-8.6365,5.7067,0.1654,6.2889,0.2823,0.2678,17.1067,89.6617,1018.9923
12/6/2024,13,159.6871,0.5173,175.1006,399.6483,-0.1323,6.5147,0.1697,6.9054,0.2148,0.1849,16.1825,95.4300,1018.1483
12/6/2024,14,84.0419,0.2913,91.9045,399.3933,1.1385,3.0613,0.0495,3.3827,0.1639,0.1255,16.0433,98.8650,1017.1833
12/6/2024,15,71.4540,0.1250,78.1333,396.0600,0.9485,1.9545,0.0676,2.1711,0.1560,0.1151,15.4948,99.0017,1016.7263
12/6/2024,16,37.4010,0.2223,40.6834,390.1733,0.2046,1.1008,0.1058,1.2069,0.1119,0.0778,14.5548,99.0450,1016.6892
12/6/2024,17,33.0056,0.1207,35.7863,386.8117,0.3765,1.3595,0.1392,1.4915,0.0957,0.0573,14.0650,99.0917,1016.5252
12/6/2024,18,2.6636,-0.1516,2.2408,381.3550,-0.1305,0.1764,0.1475,0.1781,0.1021,0.0697,13.2250,99.0783,1016.8737
12/6/2024,19,-0.7841,-0.0621,-1.5842,376.9083,-0.1925,0.0097,0.0998,0.0432,0.1160,0.0766,12.4275,99.0483,1017.3818
12/6/2024,20,-0.7937,-0.0976,-1.5598,371.4117,-0.5651,0.0215,0.0987,0.0497,0.0982,0.0519,11.4767,99.0033,1017.8377
12/6/2024,21,-0.4483,-0.2809,-1.1465,365.7083,-0.7740,0.0337,0.1020,0.0473,0.1843,0.1691,10.3542,98.9467,1018.4753
12/6/2024,22,-0.4298,-0.2922,-1.2354,368.7350,3.7783,0.0115,0.1034,0.0601,0.2294,0.2272,10.0592,98.9133,1018.4150
12/6/2024,23,-0.3643,-0.2950,-1.0646,365.7550,1.5002,0.0194,0.1095,0.0126,0.1969,0.1786,10.2342,94.6917,1018.0247
12/7/2024,0,-0.6778,-0.3146,-1.1133,361.2583,-3.3477,0.0495,0.1196,0.0880,0.0985,0.0661,10.3367,92.9467,1018.0800
12/7/2024,1,-0.7326,-0.1863,-1.2132,361.4750,-2.9170,0.0557,0.1818,0.1487,0.1257,0.1092,10.2283,93.3683,1017.5610
12/7/2024,2,-0.8278,-0.1008,-1.2809,361.2567,-3.1214,0.0913,0.1080,0.1669,0.1000,0.0764,10.2167,93.8567,1017.3173
12/7/2024,3,-0.9830,0.0219,-1.4266,359.5900,-4.0890,0.1165,0.0706,0.1448,0.0910,0.0447,10.0667,93.8250,1017.2362
12/7/2024,4,-1.1519,0.1370,-1.7879,359.6783,-1.7913,0.0792,0.0761,0.0227,0.0755,0.0597,9.7302,96.0733,1017.0592
12/7/2024,5,-0.8363,0.0026,-1.4093,359.5450,-2.1374,0.0254,0.0093,0.0844,0.0620,0.0466,9.7323,95.7867,1017.1852
12/7/2024,6,-1.0259,0.0336,-1.7540,358.1533,-3.2353,0.0463,0.0364,0.0299,0.0900,0.0633,9.5873,95.0150,1017.4960
12/7/2024,7,-1.0355,0.0138,-1.7668,356.5733,-4.6294,0.0391,0.0318,0.0106,0.0965,0.0747,9.5107,93.9117,1018.4012
12/7/2024,8,7.0575,0.0262,7.4135,356.2867,-4.9833,0.1660,0.0448,0.2060,0.0857,0.0631,9.4800,92.8767,1018.8227
12/7/2024,9,26.4627,0.3106,28.8449,356.4417,-5.5356,0.4374,0.0905,0.4924,0.0850,0.0557,9.5377,92.3350,1019.6945
12/7/2024,10,57.8292,0.3818,63.4556,357.5933,-5.9888,1.3283,0.0042,1.4715,0.1076,0.0811,9.6930,91.9150,1020.3500
12/7/2024,11,115.8403,0.3829,127.4531,359.1933,-7.3860,3.0802,0.0000,3.4104,0.1282,0.1066,10.0187,90.3750,1020.3650
12/7/2024,12,115.8037,0.3829,127.4833,360.0983,-8.1089,2.5819,0.0000,2.8571,0.1429,0.1243,10.1750,90.1700,1019.5728
12/7/2024,13,184.1547,0.4968,202.7251,362.8933,-9.6840,4.1729,0.0264,4.6049,0.1614,0.1517,10.4285,90.0267,1018.4098
12/7/2024,14,154.9881,0.4494,170.3364,366.1950,-11.2892,2.2756,0.0395,2.4933,0.1610,0.1447,11.2485,88.0267,1017.3428
12/7/2024,15,127.5201,0.3828,140.2805,367.0150,-10.2393,1.2906,0.0000,1.4275,0.1279,0.1089,11.6647,87.7967,1016.5705
12/7/2024,16,108.0232,0.3674,118.8010,367.8017,-11.2618,2.6139,0.0204,2.8938,0.1423,0.1259,11.8475,87.3533,1016.2945
12/7/2024,17,20.6231,0.0423,22.3274,366.3883,-8.2894,0.3175,0.0426,0.3486,0.0995,0.0813,11.7592,88.2767,1016.4365
12/7/2024,18,0.9215,-0.2350,0.4607,366.0217,-6.1705,0.0906,0.0236,0.1027,0.1146,0.0882,11.6870,89.6650,1015.9543
12/7/2024,19,-1.0111,-0.3145,-1.5778,368.3000,-2.4877,0.0424,0.0804,0.1244,0.1080,0.0655,11.5167,91.7050,1016.0257
12/7/2024,20,-1.2256,-0.1693,-1.7976,367.6250,-2.8612,0.0586,0.0305,0.1116,0.1100,0.0854,11.4597,92.3717,1016.4203
12/7/2024,21,-0.8852,-0.2488,-1.4801,368.3250,-0.6148,0.0837,0.0481,0.1354,0.1126,0.0922,11.2367,93.6417,1016.7490
12/7/2024,22,-0.6780,-0.0072,-1.1531,368.1450,-1.1033,0.0435,0.0230,0.1331,0.1451,0.1155,11.2940,92.8633,1017.2003
12/7/2024,23,-0.7568,-0.0121,-1.1781,366.3283,-2.7813,0.0852,0.0458,0.1475,0.1299,0.0945,11.2580,91.8950,1017.1307
12/8/2024,0,-0.7417,-0.0036,-1.1793,368.7633,0.8909,0.0885,0.0142,0.1140,0.1150,0.0836,10.8617,92.7583,1016.6730
12/8/2024,1,-0.7543,-0.0034,-1.3341,368.6933,-1.4077,0.0768,0.0284,0.1182,0.1352,0.1104,11.1527,91.8050,1015.8603
12/8/2024,2,-0.7958,-0.0130,-1.2283,368.5667,-0.1553,0.1070,0.0454,0.1485,0.1383,0.1250,11.0057,92.4300,1015.6477
12/8/2024,3,-0.8344,-0.0077,-1.2333,366.5867,-1.6935,0.1406,0.0236,0.1627,0.1382,0.1302,10.9230,91.9733,1015.1297
12/8/2024,4,-0.8875,-0.0026,-1.3335,363.5517,-3.7054,0.1109,0.0109,0.1285,0.1044,0.0753,10.7203,92.0017,1014.5433
12/8/2024,5,-0.8933,-0.0002,-1.3682,362.5483,-3.2767,0.1110,0.0035,0.1139,0.0969,0.0503,10.4617,94.4450,1014.3487
12/8/2024,6,-1.4467,0.0795,-2.2096,362.0333,-2.5789,0.0842,0.0846,0.1335,0.0948,0.0617,10.2670,95.8733,1014.6637
12/8/2024,7,-1.3810,0.0006,-2.1851,362.7117,-1.3521,0.0659,0.0027,0.0994,0.0896,0.0405,10.1817,96.9067,1014.8723
12/8/2024,8,6.3730,0.0632,6.5872,364.4317,-0.4856,0.1722,0.0601,0.1954,0.0951,0.0375,10.3140,96.7300,1015.2612
12/8/2024,9,37.2053,0.3452,40.6762,370.1083,-0.1359,0.5157,0.0411,0.5713,0.1370,0.1110,10.7180,95.4350,1015.3300
12/8/2024,10,118.5186,0.3828,130.4834,371.5383,-6.6424,0.9755,0.0000,1.0708,0.2374,0.2329,11.5147,93.2417,1014.9985
12/8/2024,11,72.5071,0.3827,79.6231,367.0233,-14.8613,0.5885,0.0000,0.6539,0.1964,0.1898,12.4483,91.6900,1014.9410
12/8/2024,12,168.7221,1.3542,184.4132,372.5500,-15.1788,2.2050,0.4681,2.1078,0.2898,0.3095,13.1438,89.8567,1014.3813
12/8/2024,13,408.5626,42.5341,395.9134,365.2583,-45.2007,25.6593,22.7622,3.0162,0.2900,0.3651,14.9755,83.2505,1012.9153
12/8/2024,14,277.3693,3.7901,297.5507,371.9850,-42.4953,3.9524,2.2655,2.1134,0.2420,0.2505,16.0578,81.3033,1011.0737
12/8/2024,15,115.7140,0.3671,125.5769,375.8233,-35.1312,0.7456,0.0697,0.7920,0.1536,0.1569,17.1318,79.0513,1010.3557
12/8/2024,16,55.4053,-0.0276,60.5226,374.2167,-31.0112,0.3566,0.1110,0.3887,0.1100,0.0824,17.2330,79.2285,1010.1448
12/8/2024,17,33.1299,-0.0440,36.1225,369.9650,-31.7215,0.3485,0.1279,0.3832,0.0916,0.0525,16.8057,80.8627,1010.2162
12/8/2024,18,6.3049,-0.3340,6.4317,371.9150,-25.8008,0.1773,0.0786,0.2004,0.1574,0.1493,16.4873,81.9483,1009.8682
12/8/2024,19,-1.0152,-0.3691,-1.7733,373.5933,-22.7037,0.0030,0.0263,0.0025,0.1421,0.1251,16.2410,83.5367,1009.9383
12/8/2024,20,-1.0147,-0.3647,-1.7543,376.4833,-19.4718,0.0000,0.0506,0.0375,0.1234,0.0953,16.1587,84.4067,1010.1288
12/8/2024,21,-1.1284,-0.3715,-1.8567,378.1533,-16.4843,0.0126,0.0337,0.0502,0.1301,0.1147,16.0370,86.4733,1009.9200
12/8/2024,22,-1.0179,-0.3806,-1.7528,368.4567,-24.6150,0.0183,0.0096,0.0282,0.1563,0.1454,15.7383,88.2233,1009.9243
12/8/2024,23,-0.9843,-0.3203,-1.6693,372.0783,-19.9838,0.0466,0.0294,0.0457,0.2737,0.2590,15.4693,90.0150,1009.6028
12/9/2024,0,-0.8656,-0.3003,-1.5285,377.3817,-15.4941,0.0501,0.0681,0.0876,0.4555,0.4418,15.5723,90.1133,1009.3205
12/9/2024,1,-0.7009,-0.0348,-1.3860,395.6767,-2.3632,0.1350,0.1192,0.1633,0.4736,0.4627,16.6730,92.0767,1008.8020
12/9/2024,2,-0.7396,-0.0302,-1.3652,398.3283,-3.1025,0.1066,0.1255,0.1555,0.4081,0.4040,17.2390,94.2183,1008.2697
12/9/2024,3,-1.0354,-0.1772,-1.6616,397.1717,-14.0637,0.0847,0.0690,0.1159,0.9127,0.9059,19.1892,95.5683,1007.8470
12/9/2024,4,-0.9937,-0.2853,-1.7324,383.0333,-22.1168,0.0527,0.0207,0.0472,0.7248,0.7161,17.9822,95.4967,1007.7435
12/9/2024,5,-1.3263,-0.3580,-1.9571,395.3450,-12.2347,0.1065,0.0313,0.1009,0.1959,0.1729,18.6637,95.7617,1007.1788
12/9/2024,6,-1.4883,-0.3824,-2.2807,402.5317,-9.1237,0.1269,0.0000,0.1518,0.1542,0.1415,19.4575,93.5583,1006.1748
12/9/2024,7,-1.5932,-0.3824,-2.3973,380.4233,-33.5597,0.0317,0.0000,0.0162,0.3078,0.3023,19.7883,90.6850,1006.3085
12/9/2024,8,15.4121,7.1420,14.8313,389.9133,-25.3238,0.3713,0.8862,0.2772,0.1696,0.1536,19.7583,90.3033,1006.7185
12/9/2024,9,98.1534,13.8217,99.3228,389.3717,-30.9467,2.1763,3.2679,0.9441,0.1511,0.1420,19.9535,89.9917,1007.5062
12/9/2024,10,265.3964,97.8042,199.5806,370.6850,-51.7683,11.7308,13.0841,1.6119,0.3258,0.2807,19.4920,90.7733,1008.2042
12/9/2024,11,451.7636,271.9518,208.6351,368.5883,-75.8970,18.5391,18.4811,2.0681,0.3268,0.3098,21.7915,82.4675,1008.0062
12/9/2024,12,553.0990,337.7132,228.8720,380.2267,-85.0735,33.4406,32.4976,2.1513,0.3931,0.3823,25.0010,70.1807,1007.1068
12/9/2024,13,500.3806,300.8560,202.5217,385.1817,-89.3825,33.6781,32.0421,1.8496,0.3364,0.3848,26.9083,63.1490,1006.2633
12/9/2024,14,600.7155,480.9383,143.2996,385.9583,-98.8267,8.7391,8.7476,0.7539,0.3793,0.3799,28.1035,59.3175,1005.2662
12/9/2024,15,506.0917,446.1462,122.0626,389.9633,-105.9650,7.5852,8.4957,0.4760,0.3766,0.4001,29.5467,53.5382,1004.5532
12/9/2024,16,314.2811,265.4860,128.3150,394.7517,-98.8350,23.5295,31.9851,1.5561,0.2865,0.2905,30.0983,50.7048,1004.2100
12/9/2024,17,161.0512,205.7597,68.2105,392.3867,-94.5600,8.6139,16.9963,0.7278,0.1837,0.1862,29.9280,49.9482,1004.1147
12/9/2024,18,22.6996,48.3744,13.6479,390.4567,-78.7652,0.7924,2.6208,0.2459,0.1401,0.1302,28.8920,51.1818,1004.4108
12/9/2024,19,-2.0080,-0.3818,-2.5650,386.0233,-67.8005,0.1013,0.0000,0.0919,0.1766,0.1749,27.3223,58.7415,1004.5792
12/9/2024,20,-1.7239,-0.3819,-2.4844,376.0100,-66.8123,0.0501,0.0000,0.0137,0.1462,0.1206,25.0083,73.3537,1005.0697
12/9/2024,21,-1.6890,-0.3820,-2.4805,367.6800,-66.5038,0.0000,0.0000,0.0000,0.1001,0.0697,23.5827,77.7185,1005.6567
12/9/2024,22,-1.6894,-0.3821,-2.4811,369.1933,-60.0555,0.0000,0.0000,0.0000,0.1511,0.1430,22.7740,81.9400,1006.1367
12/9/2024,23,-1.4501,-0.3822,-2.1608,376.9950,-48.1543,0.0900,0.0000,0.1308,0.2188,0.2101,22.1805,85.2317,1006.4730
12/10/2024,0,-1.4714,-0.3822,-2.0318,378.9267,-44.0853,0.1333,0.0000,0.1800,0.1566,0.1448,21.8030,87.2433,1006.6105
12/10/2024,1,-1.5097,-0.3822,-2.1628,374.8017,-46.3435,0.0749,0.0000,0.1470,0.1844,0.1657,21.2342,89.8500,1006.2162
12/10/2024,2,-1.6856,-0.3823,-2.3583,363.7000,-53.5485,0.0143,0.0000,0.1492,0.1168,0.0979,20.6663,92.2817,1005.8075
12/10/2024,3,-1.6843,-0.3823,-2.4378,361.0317,-55.2860,0.0147,0.0000,0.0692,0.1150,0.0948,20.4462,95.2667,1005.5355
12/10/2024,4,-1.6479,-0.3823,-2.2635,365.9950,-49.7565,0.0643,0.0000,0.2008,0.2116,0.2032,20.2677,97.6167,1005.5403
12/10/2024,5,-1.6836,-0.3823,-2.3536,366.7367,-50.6417,0.0223,0.0000,0.1697,0.3095,0.2874,20.4740,98.5967,1005.6007
12/10/2024,6,-1.6862,-0.3543,-2.4753,374.7117,-41.9292,0.0103,0.0133,0.0607,0.2063,0.1692,20.5233,98.4933,1005.9413
12/10/2024,7,-1.5305,-0.3135,-2.3955,388.5350,-26.4037,0.0745,0.0553,0.0834,0.2891,0.2703,20.3087,98.6700,1006.2077
12/10/2024,8,15.1784,-0.2961,16.2496,401.6100,-15.4863,0.2491,0.0678,0.2847,0.2197,0.2046,20.3117,99.2817,1006.5448
12/10/2024,9,90.8409,0.1338,99.5430,399.4250,-26.3517,0.4969,0.0757,0.5460,0.1951,0.1939,20.7730,99.2617,1006.9347
12/10/2024,10,89.8341,0.3822,98.6836,419.5417,-11.2287,1.6802,0.0000,1.8489,0.1925,0.1789,20.9215,98.9833,1007.9835
12/10/2024,11,84.0823,0.3822,92.5424,416.5417,-4.4908,3.3381,0.0000,3.6860,0.1664,0.1454,19.7393,99.1617,1008.5723
12/10/2024,12,108.2399,0.3822,119.0036,415.4967,-1.1438,4.1395,0.0000,4.5657,0.1561,0.1257,19.1380,99.3800,1008.7460
12/10/2024,13,74.2180,0.3906,81.8003,404.0383,-0.6649,3.0983,0.0061,3.4041,0.2098,0.1426,17.0800,98.7750,1008.7843
12/10/2024,14,76.8686,0.2790,84.4698,388.7550,0.4564,3.2670,0.0520,3.5937,0.1394,0.1031,14.1313,98.5917,1009.3250
12/10/2024,15,114.2287,0.3245,125.4900,390.7483,0.0200,2.6109,0.0139,2.8806,0.2771,0.2549,14.2415,96.3983,1009.8357
12/10/2024,16,73.6682,0.3643,80.7877,393.7217,-5.6759,0.8531,0.0341,0.9473,0.2329,0.2100,16.5092,82.4935,1010.3415
12/10/2024,17,57.5019,1.5439,62.3054,395.3650,-14.5902,0.9473,0.6995,0.9170,0.1639,0.1543,18.5200,70.4645,1011.2583
12/10/2024,18,10.8360,0.2787,11.3742,381.6933,-33.1418,0.3120,0.1021,0.3617,0.3930,0.3770,19.6457,56.6855,1012.7878
12/10/2024,19,-1.5657,-0.3824,-2.2086,358.4417,-53.6202,0.0341,0.0000,0.1120,0.4188,0.4132,19.3687,53.1363,1014.3555
12/10/2024,20,-1.8522,-0.3824,-2.5061,329.3067,-75.8308,0.0810,0.0000,0.0633,0.2767,0.2485,18.2563,53.2195,1016.4607
12/10/2024,21,-2.1610,-0.3825,-2.6516,308.0183,-88.3917,0.1329,0.0000,0.1693,0.1293,0.0964,16.8083,49.9105,1018.3897
12/10/2024,22,-2.0102,-0.3826,-2.5976,300.1750,-89.3217,0.0808,0.0000,0.1559,0.1298,0.1076,15.5960,51.4850,1020.0787
12/10/2024,23,-2.1047,-0.3826,-2.6617,292.4817,-90.9500,0.1172,0.0000,0.1647,0.1181,0.0908,14.4477,53.0637,1021.6437
12/11/2024,0,-2.1098,-0.3827,-2.6912,283.9017,-93.0100,0.1074,0.0000,0.1555,0.1233,0.1028,13.2393,52.4353,1022.7257
12/11/2024,1,-2.0197,-0.3828,-2.6175,278.3867,-92.1667,0.0380,0.0000,0.1511,0.1085,0.0918,12.0187,51.2980,1023.3703
12/11/2024,2,-2.0600,-0.3828,-2.6476,271.3267,-94.0300,0.0693,0.0000,0.1592,0.1372,0.1114,11.0943,50.6727,1023.9823
12/11/2024,3,-2.0197,-0.3848,-2.5821,265.3417,-93.5550,0.0295,0.0053,0.1427,0.1203,0.0987,9.9757,53.3990,1024.5337
12/11/2024,4,-1.9833,-0.4155,-2.5665,261.2667,-93.7733,0.0745,0.0444,0.1318,0.1418,0.1165,9.2070,55.4557,1024.9337
12/11/2024,5,-1.9840,-0.4538,-2.6253,258.3917,-94.2967,0.0940,0.0796,0.1394,0.1629,0.1239,8.5327,57.6903,1025.4233
12/11/2024,6,-2.3284,-0.3896,-2.8518,255.6867,-93.9600,0.0348,0.0246,0.0349,0.1358,0.1146,7.9020,59.2430,1025.9227
12/11/2024,7,-2.2785,-0.3831,-2.7935,252.3817,-91.4083,0.0484,0.0000,0.0505,0.1297,0.1031,6.5810,63.9090,1026.6477
12/11/2024,8,58.9900,187.8887,15.8669,251.5167,-91.9850,0.7580,1.8233,0.1981,0.1112,0.0840,6.3263,65.4840,1027.3853
12/11/2024,9,258.1328,433.1270,41.8337,254.9650,-100.9150,0.9938,0.8433,0.1360,0.1289,0.0972,8.2793,61.4157,1028.3407
12/11/2024,10,439.9180,523.4924,54.1229,262.6383,-109.6250,0.8229,0.8494,0.1164,0.1760,0.1822,10.8023,53.0287,1029.2010
12/11/2024,11,584.8936,586.2581,59.7923,267.2517,-118.0367,0.6426,0.8661,0.1214,0.2602,0.2671,12.3547,44.5687,1029.3290
12/11/2024,12,676.8072,630.6675,61.7307,271.5633,-126.8317,0.4651,0.8684,0.1131,0.2601,0.2784,14.1237,34.8433,1028.7223
12/11/2024,13,703.0234,644.2885,62.7113,276.4833,-130.8067,0.4181,0.7458,0.1301,0.2604,0.2615,15.4483,31.0403,1027.4238
12/11/2024,14,665.5330,632.5838,61.7419,279.7933,-134.0817,0.5310,0.8254,0.1179,0.2587,0.2957,16.4242,26.6288,1026.1390
12/11/2024,15,562.5350,582.6653,58.8361,282.7017,-131.5600,0.7037,0.8300,0.1219,0.2503,0.2713,16.9640,24.4297,1024.9883
12/11/2024,16,411.9164,519.6897,52.2099,284.9833,-128.2017,0.8537,0.7951,0.1327,0.2071,0.2166,17.4033,23.8780,1024.0252
12/11/2024,17,223.5568,408.9297,39.2418,285.5800,-122.3867,1.0012,0.8950,0.1400,0.1508,0.1489,17.2730,24.7213,1023.8113
12/11/2024,18,35.7213,117.5600,10.8704,284.6850,-111.8467,0.6390,2.2028,0.1910,0.1135,0.0949,16.3033,26.4840,1023.7713
12/11/2024,19,-2.3671,-0.3825,-2.8383,282.0417,-105.1683,0.0024,0.0000,0.0011,0.1062,0.0926,15.0452,31.3503,1024.1052
12/11/2024,20,-2.2996,-0.3826,-2.8200,278.5300,-100.2983,0.0550,0.0000,0.0300,0.1166,0.0895,13.2138,38.6202,1024.5925
12/11/2024,21,-2.1232,-0.3827,-2.7491,274.2900,-98.1167,0.0798,0.0000,0.1086,0.1176,0.0981,12.0000,43.5942,1024.9208
12/11/2024,22,-2.0039,-0.3828,-2.6527,272.6150,-96.8083,0.0687,0.0000,0.1590,0.1423,0.1228,11.4333,46.0928,1025.0590
12/11/2024,23,-2.0177,-0.3828,-2.6636,271.6533,-96.7667,0.0315,0.0000,0.1625,0.1466,0.1426,11.2490,41.9327,1024.9157
12/12/2024,0,-1.8541,-0.3829,-2.5173,279.0667,-88.0083,0.0924,0.0000,0.0623,0.1397,0.1249,11.0218,40.2983,1024.4887
12/12/2024,1,-1.7701,-0.3829,-2.4896,283.5467,-82.0350,0.0466,0.0000,0.0296,0.1375,0.1181,10.7005,41.7302,1023.6333
12/12/2024,2,-1.6986,-0.3829,-2.4576,288.1917,-77.5238,0.0198,0.0000,0.0478,0.1181,0.1024,10.7413,39.9892,1022.7402
12/12/2024,3,-1.5344,-0.3829,-2.2200,296.4650,-67.5133,0.0729,0.0000,0.1178,0.1210,0.0995,10.2790,44.1500,1022.0888
12/12/2024,4,-1.5714,-0.3829,-2.1496,302.2767,-57.1572,0.0621,0.0000,0.1047,0.1560,0.1387,9.9647,48.9305,1021.7653
12/12/2024,5,-1.3177,-0.3830,-1.9358,299.6800,-53.9597,0.0890,0.0000,0.1143,0.1392,0.1171,9.1683,55.7385,1021.2178
12/12/2024,6,-1.6475,-0.3830,-2.4801,299.1083,-51.7865,0.0415,0.0000,0.0328,0.1654,0.1551,8.4518,59.5442,1020.6807
12/12/2024,7,-1.5363,-0.3830,-2.3280,300.3350,-51.4908,0.0591,0.0000,0.0648,0.1782,0.1628,8.3466,60.5282,1020.7363
12/12/2024,8,44.6327,100.2494,19.9646,300.3967,-51.5238,0.6204,1.2030,0.2448,0.1646,0.1493,7.9940,64.6060,1020.5983
12/12/2024,9,223.4883,330.6675,57.4157,305.6183,-63.9567,0.9198,0.7810,0.1675,0.1598,0.1473,10.4465,61.4537,1020.8013
12/12/2024,10,395.3328,430.7299,78.5647,317.8117,-79.2590,0.7643,0.6443,0.1451,0.1914,0.1768,14.5352,57.3965,1021.1260
12/12/2024,11,529.7310,492.3355,91.6676,331.5283,-90.0033,0.5827,0.6410,0.1185,0.2477,0.2561,18.4320,55.3630,1020.8963
12/12/2024,12,552.1378,414.9130,156.5839,350.5567,-83.8852,29.0635,28.3490,2.3734,0.4986,0.5365,20.6203,55.5705,1019.9210
12/12/2024,13,561.2149,307.5494,271.6457,371.6483,-71.2172,85.1632,83.1015,5.0069,0.8576,0.9880,22.1418,52.5917,1018.1055
12/12/2024,14,489.0378,259.7931,258.0750,375.0150,-74.6275,83.0035,83.5116,4.6063,0.6629,0.7804,23.0428,47.9795,1016.7042
12/12/2024,15,363.7263,119.4651,275.0822,387.4600,-61.4335,45.1737,48.7625,2.3853,0.6546,0.6516,23.1890,47.5925,1016.0115
12/12/2024,16,207.4315,52.0308,183.0739,394.8633,-48.0332,17.9448,22.2225,1.6206,0.2964,0.2835,23.0042,47.8965,1015.5655
12/12/2024,17,60.6005,0.5355,66.1546,401.4467,-33.0430,0.7104,0.2645,0.6306,0.1359,0.1292,22.4857,50.1817,1015.4003
12/12/2024,18,7.1736,0.2420,7.3442,400.8067,-27.9345,0.1571,0.1266,0.1848,0.1216,0.0948,21.9792,54.0943,1015.5497
